Bait,Prey,Condition,AvgSAINT,MaxSAINT,MaxSpec,SpecSum,co-IP validated,Reported
AHI1,DSP,Ciliated,0.92,1.0,20,34,,
AHI1,DVL1,Ciliated,0.99,0.99,3,6,,
AHI1,ECD,Ciliated,1.0,1.0,23,38,,
AHI1,HAUS8,Ciliated,0.93,0.93,2,4,,
AHI1,IQCB1,Ciliated,0.96,1.0,4,6,,
AHI1,MAPK9,Ciliated,1.0,1.0,9,17,,
AHI1,MB21D2,Ciliated,1.0,1.0,13,25,,
AHI1,NMT1,Ciliated,0.94,0.94,9,18,,
AHI1,PPP2CA,Ciliated,1.0,1.0,32,46,,
AHI1,PPP2R1A,Ciliated,1.0,1.0,86,151,,
AHI1,PPP2R2A,Ciliated,1.0,1.0,70,129,,
AHI1,SIRT2,Ciliated,1.0,1.0,12,23,,
AHI1,SSX2IP,Ciliated,0.96,0.99,3,5,,
AHI1,UNC45A,Ciliated,0.99,1.0,7,10,,
SSX2IP,AKTIP,Ciliated,1.0,1.0,13,26,,
SSX2IP,CEP131,Ciliated,1.0,1.0,122,237,,
SSX2IP,CAMSAP1,Ciliated,0.88,0.97,7,12,,
SSX2IP,CCDC138,Ciliated,1.0,1.0,48,88,,
SSX2IP,CCDC85C,Ciliated,1.0,1.0,12,16,,
SSX2IP,CCT7,Ciliated,1.0,1.0,82,155,,
SSX2IP,CENPH,Ciliated,0.99,1.0,7,10,,
SSX2IP,CEP350,Ciliated,0.93,0.93,2,4,,
SSX2IP,CEP55,Ciliated,1.0,1.0,42,74,,
SSX2IP,CEP85,Ciliated,1.0,1.0,29,37,,
SSX2IP,CKAP2,Ciliated,1.0,1.0,15,26,,
SSX2IP,DVL1,Ciliated,1.0,1.0,16,30,,
SSX2IP,DVL2,Ciliated,1.0,1.0,69,126,,
SSX2IP,DVL3,Ciliated,1.0,1.0,54,105,,
SSX2IP,ECH1,Ciliated,1.0,1.0,8,14,,
SSX2IP,FAM120A,Ciliated,0.96,1.0,4,6,,
SSX2IP,FAM21A,Ciliated,1.0,1.0,9,13,,
SSX2IP,FMR1,Ciliated,0.96,1.0,8,10,,
SSX2IP,GPATCH1,Ciliated,1.0,1.0,32,51,,
SSX2IP,HAUS3,Ciliated,0.9,1.0,17,21,,
SSX2IP,HAUS4,Ciliated,1.0,1.0,10,14,,
SSX2IP,HAUS6,Ciliated,1.0,1.0,31,53,,
SSX2IP,HAUS8,Ciliated,1.0,1.0,13,20,,
SSX2IP,HOOK3,Ciliated,1.0,1.0,77,149,,
SSX2IP,IFT74,Ciliated,1.0,1.0,5,9,,
SSX2IP,KANK2,Ciliated,0.97,0.97,7,14,,
SSX2IP,KATNA1,Ciliated,0.96,1.0,13,19,,
SSX2IP,KATNB1,Ciliated,0.99,1.0,19,27,,
SSX2IP,KIAA0753,Ciliated,1.0,1.0,49,73,,
SSX2IP,KIAA1671,Ciliated,0.96,1.0,7,9,,
SSX2IP,LRRC49,Ciliated,1.0,1.0,29,54,,
SSX2IP,LUZP1,Ciliated,0.93,1.0,13,22,,
SSX2IP,NEDD1,Ciliated,1.0,1.0,24,47,,
SSX2IP,OFD1,Ciliated,1.0,1.0,131,249,,
SSX2IP,PCM1,Ciliated,1.0,1.0,595,1044,,
SSX2IP,PIBF1,Ciliated,1.0,1.0,39,56,,
SSX2IP,PLEKHG1,Ciliated,0.96,1.0,8,10,,
SSX2IP,PPP1R13B,Ciliated,0.96,1.0,4,6,,
SSX2IP,RINT1,Ciliated,0.99,1.0,7,10,,
SSX2IP,SDCCAG3,Ciliated,1.0,1.0,27,49,,
SSX2IP,TCHP,Ciliated,1.0,1.0,13,22,,
SSX2IP,TNRC6B,Ciliated,1.0,1.0,40,49,,
SSX2IP,TP53,Ciliated,0.86,1.0,27,34,,
SSX2IP,TP53BP2,Ciliated,1.0,1.0,37,59,,
SSX2IP,TPGS1,Ciliated,1.0,1.0,42,83,,
SSX2IP,TRIM26,Ciliated,1.0,1.0,22,32,,
SSX2IP,TTK,Ciliated,0.95,0.95,6,12,,
SSX2IP,TXLNG,Ciliated,0.96,1.0,7,9,,
SSX2IP,WDR83,Ciliated,1.0,1.0,7,13,,
SSX2IP,WRAP73,Ciliated,1.0,1.0,320,542,,
SSX2IP,XRN1,Ciliated,1.0,1.0,98,165,,
OFD1,ADSL,Ciliated,1.0,1.0,11,17,,
OFD1,AIP,Ciliated,0.96,0.99,3,5,,
OFD1,ALDH1B1,Ciliated,0.96,0.99,3,5,,
OFD1,AURKB,Ciliated,0.96,0.99,3,5,,
OFD1,CEP131,Ciliated,1.0,1.0,60,107,,
OFD1,BCAS3,Ciliated,0.96,0.99,3,5,,
OFD1,C10orf88,Ciliated,0.96,0.99,3,5,,
OFD1,TMEM256,Ciliated,0.93,0.93,2,4,,
OFD1,CACYBP,Ciliated,1.0,1.0,200,278,,
OFD1,CC2D1A,Ciliated,1.0,1.0,6,10,,
OFD1,CCDC138,Ciliated,1.0,1.0,12,22,,
OFD1,CCDC22,Ciliated,1.0,1.0,26,52,,
OFD1,CCDC57,Ciliated,1.0,1.0,10,17,,
OFD1,CCDC85C,Ciliated,0.96,1.0,9,11,,
OFD1,CCNA2,Ciliated,1.0,1.0,4,8,,
OFD1,CCNB1,Ciliated,1.0,1.0,5,9,,
OFD1,CDC37,Ciliated,1.0,1.0,39,67,,
OFD1,CDK2,Ciliated,0.94,1.0,17,30,,
OFD1,CEP55,Ciliated,1.0,1.0,25,40,,
OFD1,CEP63,Ciliated,1.0,1.0,13,22,,
OFD1,CEP85,Ciliated,1.0,1.0,18,36,,
OFD1,COMMD2,Ciliated,1.0,1.0,7,13,,
OFD1,COMMD4,Ciliated,0.96,1.0,4,6,,
OFD1,CSPP1,Ciliated,1.0,1.0,9,15,,
OFD1,DIAPH3,Ciliated,0.96,1.0,4,6,,
OFD1,DNAJA1,Ciliated,0.98,1.0,19,30,,
OFD1,DNAJC7,Ciliated,1.0,1.0,14,21,,
OFD1,DNM2,Ciliated,1.0,1.0,6,10,,
OFD1,DPCD,Ciliated,0.96,1.0,8,10,,
OFD1,DYNLL1,Ciliated,1.0,1.0,10,18,,
OFD1,EIF4ENIF1,Ciliated,1.0,1.0,11,18,,
OFD1,ERC1,Ciliated,1.0,1.0,24,36,,
OFD1,FGFR1OP,Ciliated,1.0,1.0,13,25,,
OFD1,FKBP4,Ciliated,1.0,1.0,42,78,,
OFD1,FOPNL,Ciliated,1.0,1.0,17,32,,
OFD1,GIGYF1,Ciliated,0.99,1.0,4,7,,
OFD1,GPATCH1,Ciliated,1.0,1.0,58,111,,
OFD1,HAUS3,Ciliated,0.9,1.0,16,20,,
OFD1,HAUS6,Ciliated,1.0,1.0,37,71,,
OFD1,HAUS7,Ciliated,0.96,1.0,5,7,,
OFD1,HAUS8,Ciliated,1.0,1.0,17,24,,
OFD1,HINT1,Ciliated,0.96,0.99,3,5,,
OFD1,HYOU1,Ciliated,1.0,1.0,5,9,,
OFD1,IDH3B,Ciliated,0.99,1.0,4,7,,
OFD1,IFT57,Ciliated,0.99,1.0,5,8,,
OFD1,IFT74,Ciliated,1.0,1.0,37,65,,
OFD1,IFT81,Ciliated,1.0,1.0,15,23,,
OFD1,KIAA0753,Ciliated,1.0,1.0,16,22,,
OFD1,KIAA1524,Ciliated,1.0,1.0,40,70,,
OFD1,MPHOSPH9,Ciliated,1.0,1.0,15,24,,
OFD1,NCKAP5L,Ciliated,1.0,1.0,5,9,,
OFD1,NEDD1,Ciliated,1.0,1.0,6,10,,
OFD1,NME7,Ciliated,0.96,1.0,8,10,,
OFD1,NUDC,Ciliated,1.0,1.0,453,631,,
OFD1,NUDCD3,Ciliated,1.0,1.0,22,43,,
OFD1,PCM1,Ciliated,1.0,1.0,149,274,,
OFD1,PDRG1,Ciliated,1.0,1.0,11,17,,
OFD1,PIBF1,Ciliated,1.0,1.0,17,28,,
OFD1,PIH1D1,Ciliated,1.0,1.0,38,65,,
OFD1,PLK1,Ciliated,0.99,1.0,4,7,,
OFD1,POLR2E,Ciliated,0.9,1.0,11,15,,
OFD1,PSMD14,Ciliated,0.99,1.0,6,9,,
OFD1,PYGL,Ciliated,0.93,0.93,2,4,,
OFD1,RAB2A,Ciliated,0.99,0.99,3,6,,
OFD1,RFC5,Ciliated,0.96,0.99,3,5,,
OFD1,RPAP3,Ciliated,1.0,1.0,61,120,,
OFD1,RRM2,Ciliated,0.99,1.0,4,7,,
OFD1,SDCCAG3,Ciliated,1.0,1.0,15,29,,
OFD1,SDCCAG8,Ciliated,1.0,1.0,9,16,,
OFD1,SPC24,Ciliated,0.99,1.0,8,11,,
OFD1,SSX2IP,Ciliated,1.0,1.0,4,8,,
OFD1,STAM2,Ciliated,0.99,0.99,3,6,,
OFD1,STIP1,Ciliated,1.0,1.0,45,75,,
OFD1,STXBP4,Ciliated,0.99,1.0,4,7,,
OFD1,SUGT1,Ciliated,1.0,1.0,49,80,,
OFD1,TCHP,Ciliated,0.96,1.0,4,6,,
OFD1,TIMM23B,Ciliated,0.93,0.93,2,4,,
OFD1,TNIP1,Ciliated,0.99,1.0,8,11,,
OFD1,TNRC6B,Ciliated,1.0,1.0,11,18,,
OFD1,TP53BP2,Ciliated,0.89,1.0,13,18,,
OFD1,TXLNA,Ciliated,0.99,1.0,4,7,,
OFD1,UNC45A,Ciliated,1.0,1.0,49,87,,
OFD1,URI1,Ciliated,1.0,1.0,12,22,,
OFD1,USP22,Ciliated,0.93,0.93,2,4,,
OFD1,UXT,Ciliated,0.99,1.0,5,8,,
OFD1,WDR83,Ciliated,1.0,1.0,7,13,,
OFD1,WDR92,Ciliated,1.0,1.0,10,19,,
OFD1,YARS2,Ciliated,0.96,0.99,3,5,,
PCM1,ABCD3,Ciliated,1.0,1.0,134,180,,
PCM1,ACOT9,Ciliated,0.96,0.99,3,5,,
PCM1,ATP5L,Ciliated,0.89,0.93,8,14,,
PCM1,CEP131,Ciliated,1.0,1.0,118,219,,
PCM1,CAMSAP1,Ciliated,0.99,1.0,13,21,,
PCM1,CC2D1A,Ciliated,0.99,1.0,11,14,,
PCM1,CCDC138,Ciliated,1.0,1.0,27,47,,
PCM1,CCDC14,Ciliated,0.96,0.99,3,5,,
PCM1,CCDC66,Ciliated,0.99,1.0,5,8,,
PCM1,CCDC77,Ciliated,1.0,1.0,13,24,,
PCM1,CCNB2,Ciliated,1.0,1.0,8,16,,
PCM1,CEP120,Ciliated,0.93,0.93,2,4,,
PCM1,CEP170,Ciliated,1.0,1.0,74,126,,
PCM1,CEP350,Ciliated,1.0,1.0,8,12,,
PCM1,CEP55,Ciliated,1.0,1.0,35,68,,
PCM1,CKAP2,Ciliated,1.0,1.0,18,28,,
PCM1,CSPP1,Ciliated,1.0,1.0,14,24,,
PCM1,FGFR1OP,Ciliated,0.96,1.0,4,6,,
PCM1,HAUS1,Ciliated,1.0,1.0,9,18,,
PCM1,HAUS2,Ciliated,1.0,1.0,28,40,,
PCM1,HAUS3,Ciliated,1.0,1.0,29,53,,
PCM1,HAUS4,Ciliated,1.0,1.0,8,13,,
PCM1,HAUS5,Ciliated,1.0,1.0,24,44,,
PCM1,HAUS6,Ciliated,1.0,1.0,51,100,,
PCM1,HAUS7,Ciliated,0.99,1.0,7,10,,
PCM1,HAUS8,Ciliated,1.0,1.0,24,40,,
PCM1,IDH3B,Ciliated,0.96,1.0,4,6,,
PCM1,IFT57,Ciliated,0.96,1.0,4,6,,
PCM1,IFT74,Ciliated,1.0,1.0,8,14,,
PCM1,KIAA0753,Ciliated,1.0,1.0,9,14,,
PCM1,LUZP1,Ciliated,1.0,1.0,54,98,,
PCM1,NCKAP5L,Ciliated,0.96,1.0,8,10,,
PCM1,NDC80,Ciliated,0.93,0.93,2,4,,
PCM1,OFD1,Ciliated,1.0,1.0,41,70,,
PCM1,PIBF1,Ciliated,1.0,1.0,30,52,,
PCM1,RAE1,Ciliated,0.85,0.91,6,11,,
PCM1,SSX2IP,Ciliated,1.0,1.0,24,43,,
PCM1,STAU1,Ciliated,1.0,1.0,15,27,,
PCM1,TP53BP2,Ciliated,0.98,1.0,19,26,,
PCM1,TTK,Ciliated,1.0,1.0,18,28,,
PCM1,TXLNA,Ciliated,1.0,1.0,7,13,,
PCM1,TXLNG,Ciliated,1.0,1.0,9,14,,
PCM1,TBC1D31,Ciliated,1.0,1.0,8,16,,
PCM1,WDR83,Ciliated,0.96,1.0,5,7,,
PCM1,WRAP73,Ciliated,1.0,1.0,8,14,,
PCM1,XRN1,Ciliated,1.0,1.0,37,73,,
PCM1,ZNF280C,Ciliated,0.96,0.99,3,5,,
B9D1,CCT2,Ciliated,1.0,1.0,1258,2469,,
B9D1,CCT3,Ciliated,1.0,1.0,968,1832,,
B9D1,CCT4,Ciliated,1.0,1.0,741,1471,,
B9D1,CCT5,Ciliated,1.0,1.0,908,1712,,
B9D1,CCT6A,Ciliated,1.0,1.0,983,1963,,
B9D1,CCT7,Ciliated,1.0,1.0,785,1547,,
B9D1,CCT8,Ciliated,1.0,1.0,3633,7009,,
B9D1,COQ6,Ciliated,0.93,0.93,2,4,,
B9D1,MTR,Ciliated,0.99,1.0,6,9,,
B9D1,PDCL3,Ciliated,1.0,1.0,48,79,,
B9D1,PFDN4,Ciliated,0.96,0.99,3,5,,
B9D1,TCP1,Ciliated,1.0,1.0,955,1900,,
B9D1,TXNDC9,Ciliated,1.0,1.0,20,35,,
B9D2,ANP32A,Ciliated,0.93,0.93,2,4,,
B9D2,ARID1B,Ciliated,1.0,1.0,7,14,,
B9D2,B9D1,Ciliated,1.0,1.0,27,52,,
B9D2,BCOR,Ciliated,1.0,1.0,32,62,,
B9D2,CNOT7,Ciliated,0.93,0.93,2,4,,
B9D2,CPSF7,Ciliated,1.0,1.0,20,36,,
B9D2,DCAF7,Ciliated,0.9,0.95,10,19,,
B9D2,DNMT1,Ciliated,1.0,1.0,36,61,,
B9D2,EIF4ENIF1,Ciliated,1.0,1.0,10,18,,
B9D2,FAM208A,Ciliated,1.0,1.0,11,21,,
B9D2,FUBP3,Ciliated,1.0,1.0,31,62,,
B9D2,GRIP1,Ciliated,1.0,1.0,17,30,,
B9D2,HNRNPM,Ciliated,1.0,1.0,129,256,,
B9D2,IBTK,Ciliated,0.99,1.0,7,10,,
B9D2,KDM1A,Ciliated,1.0,1.0,7,12,,
B9D2,CCAR2,Ciliated,1.0,1.0,80,151,,
B9D2,LEMD3,Ciliated,0.92,0.95,11,21,,
B9D2,LIN54,Ciliated,0.93,0.93,2,4,,
B9D2,MATR3,Ciliated,1.0,1.0,75,148,,
B9D2,MKS1,Ciliated,1.0,1.0,69,118,,
B9D2,MOB4,Ciliated,0.93,0.93,2,4,,
B9D2,MTR,Ciliated,0.99,0.99,3,6,,
B9D2,NCOA5,Ciliated,0.95,0.95,6,12,,
B9D2,NOP58,Ciliated,1.0,1.0,37,73,,
B9D2,NUP107,Ciliated,1.0,1.0,39,77,,
B9D2,NUP133,Ciliated,1.0,1.0,52,91,,
B9D2,NUP153,Ciliated,1.0,1.0,89,176,,
B9D2,NUP160,Ciliated,1.0,1.0,22,37,,
B9D2,NUP43,Ciliated,0.96,1.0,5,7,,
B9D2,NUP50,Ciliated,1.0,1.0,36,63,,
B9D2,NUP85,Ciliated,1.0,1.0,6,10,,
B9D2,NUP98,Ciliated,1.0,1.0,52,96,,
B9D2,NUPL1,Ciliated,0.93,0.93,2,4,,
B9D2,PASK,Ciliated,0.99,1.0,4,7,,
B9D2,PCGF1,Ciliated,0.99,1.0,5,8,,
B9D2,PPIH,Ciliated,0.99,0.99,3,6,,
B9D2,PWP2,Ciliated,0.96,0.99,3,5,,
B9D2,RAVER1,Ciliated,1.0,1.0,41,72,,
B9D2,RBM12B,Ciliated,0.96,1.0,4,6,,
B9D2,RBM20,Ciliated,0.99,1.0,7,10,,
B9D2,RCOR1,Ciliated,1.0,1.0,6,12,,
B9D2,RGPD3,Ciliated,0.99,0.99,71,133,,
B9D2,RPRD2,Ciliated,1.0,1.0,31,59,,
B9D2,SEC13,Ciliated,0.96,0.97,11,21,,
B9D2,SRSF10,Ciliated,0.96,1.0,5,7,,
B9D2,SUGP2,Ciliated,1.0,1.0,68,116,,
B9D2,TCTN2,Ciliated,1.0,1.0,7,13,,
B9D2,TCTN3,Ciliated,1.0,1.0,6,10,,
B9D2,TJP1,Ciliated,1.0,1.0,38,72,,
B9D2,TNRC6B,Ciliated,0.93,0.93,2,4,,
B9D2,WDR33,Ciliated,1.0,1.0,18,29,,
B9D2,YLPM1,Ciliated,1.0,1.0,95,170,,
B9D2,YTHDF1,Ciliated,1.0,1.0,12,21,,
B9D2,YTHDF2,Ciliated,1.0,1.0,22,37,,
B9D2,YTHDF3,Ciliated,1.0,1.0,14,23,,
B9D2,ZNF318,Ciliated,1.0,1.0,42,70,,
B9D2,ZNF326,Ciliated,1.0,1.0,8,12,,
MKS1,AP3M1,Ciliated,0.99,1.0,7,10,,
MKS1,ARFGAP3,Ciliated,1.0,1.0,13,20,,
MKS1,B9D1,Ciliated,1.0,1.0,23,44,,
MKS1,B9D2,Ciliated,1.0,1.0,11,20,,
MKS1,R3HCC1L,Ciliated,0.93,0.93,2,4,,
MKS1,CAD,Ciliated,0.87,1.0,21,27,,
MKS1,CC2D1A,Ciliated,0.96,0.99,3,5,,
MKS1,CCT2,Ciliated,1.0,1.0,374,713,,
MKS1,CCT3,Ciliated,1.0,1.0,205,401,,
MKS1,CCT4,Ciliated,1.0,1.0,158,309,,
MKS1,CCT5,Ciliated,1.0,1.0,211,417,,
MKS1,CCT6A,Ciliated,1.0,1.0,180,355,,
MKS1,CCT7,Ciliated,1.0,1.0,200,397,,
MKS1,COPA,Ciliated,0.99,1.0,18,31,,
MKS1,COPB1,Ciliated,0.98,1.0,37,66,,
MKS1,COPZ1,Ciliated,0.98,0.99,8,15,,
MKS1,DBT,Ciliated,1.0,1.0,17,25,,
MKS1,DNAJC11,Ciliated,0.96,0.99,3,5,,
MKS1,ECH1,Ciliated,1.0,1.0,5,9,,
MKS1,EGLN1,Ciliated,0.89,0.97,7,11,,
MKS1,FKBP4,Ciliated,1.0,1.0,41,62,,
MKS1,GLMN,Ciliated,1.0,1.0,21,28,,
MKS1,HAUS7,Ciliated,0.96,1.0,4,6,,
MKS1,HAUS8,Ciliated,0.96,0.99,3,5,,
MKS1,KIAA0355,Ciliated,1.0,1.0,35,66,,
MKS1,MB21D2,Ciliated,0.96,1.0,4,6,,
MKS1,NUDC,Ciliated,1.0,1.0,235,439,,
MKS1,NUDCD2,Ciliated,0.99,1.0,5,8,,
MKS1,NUDCD3,Ciliated,1.0,1.0,21,35,,
MKS1,PDCL3,Ciliated,0.96,1.0,13,15,,
MKS1,PIH1D1,Ciliated,1.0,1.0,21,40,,
MKS1,RELA,Ciliated,0.96,0.99,3,5,,
MKS1,RFC5,Ciliated,0.96,1.0,4,6,,
MKS1,RPAP3,Ciliated,1.0,1.0,43,72,,
MKS1,RRM2,Ciliated,0.96,1.0,5,7,,
MKS1,SAMD4B,Ciliated,0.96,1.0,6,8,,
MKS1,SUGT1,Ciliated,1.0,1.0,27,45,,
MKS1,TBC1D2B,Ciliated,1.0,1.0,51,73,,
MKS1,TCP1,Ciliated,1.0,1.0,245,414,,
MKS1,TNRC6B,Ciliated,1.0,1.0,4,8,,
MKS1,UNC45A,Ciliated,1.0,1.0,51,85,,
MKS1,UXT,Ciliated,0.93,0.93,2,4,,
MKS1,YTHDF1,Ciliated,1.0,1.0,11,16,,
TCTN2,AAAS,Ciliated,1.0,1.0,18,32,,
TCTN2,ABHD12,Ciliated,0.96,1.0,6,8,,
TCTN2,ACSL3,Ciliated,1.0,1.0,272,534,,
TCTN2,ADIPOR1,Ciliated,1.0,1.0,7,11,,
TCTN2,ADIPOR2,Ciliated,1.0,1.0,9,18,,
TCTN2,AGPAT1,Ciliated,1.0,1.0,12,21,,
TCTN2,AGPAT6,Ciliated,1.0,1.0,9,16,,
TCTN2,AGPAT9,Ciliated,1.0,1.0,23,45,,
TCTN2,ALDH3A2,Ciliated,1.0,1.0,42,78,,
TCTN2,ALG3,Ciliated,0.99,0.99,3,6,,
TCTN2,ALG9,Ciliated,1.0,1.0,34,61,,
TCTN2,ANO10,Ciliated,0.99,0.99,3,6,,
TCTN2,ANO6,Ciliated,1.0,1.0,20,37,,
TCTN2,APOL2,Ciliated,1.0,1.0,14,23,,
TCTN2,ARF5,Ciliated,1.0,1.0,35,68,,
TCTN2,ARHGAP1,Ciliated,0.91,0.97,10,16,,
TCTN2,ARL6IP5,Ciliated,1.0,1.0,97,174,,
TCTN2,ATP13A1,Ciliated,1.0,1.0,164,296,,
TCTN2,ATP2A2,Ciliated,1.0,1.0,55,100,,
TCTN2,ATP6AP1,Ciliated,1.0,1.0,44,88,,
TCTN2,ATP6AP2,Ciliated,1.0,1.0,32,62,,
TCTN2,ATP6V1F,Ciliated,1.0,1.0,18,35,,
TCTN2,AUP1,Ciliated,1.0,1.0,8,14,,
TCTN2,BCAP31,Ciliated,1.0,1.0,8,15,,
TCTN2,BET1,Ciliated,1.0,1.0,40,58,,
TCTN2,BNIP1,Ciliated,0.99,1.0,6,9,,
TCTN2,BRI3BP,Ciliated,1.0,1.0,23,44,,
TCTN2,EMC7,Ciliated,1.0,1.0,41,78,,
TCTN2,EMC10,Ciliated,1.0,1.0,10,19,,
TCTN2,C1QBP,Ciliated,1.0,1.0,317,549,,
TCTN2,TMEM230,Ciliated,1.0,1.0,13,20,,
TCTN2,CACNA1A,Ciliated,1.0,1.0,10,18,,
TCTN2,CAMLG,Ciliated,1.0,1.0,57,110,,
TCTN2,CANX,Ciliated,1.0,1.0,289,569,,
TCTN2,CCDC115,Ciliated,1.0,1.0,17,31,,
TCTN2,CCDC47,Ciliated,1.0,1.0,206,394,,
TCTN2,CDKAL1,Ciliated,1.0,1.0,17,30,,
TCTN2,CERS2,Ciliated,1.0,1.0,10,16,,
TCTN2,CISD2,Ciliated,1.0,1.0,51,98,,
TCTN2,CKAP4,Ciliated,1.0,1.0,187,348,,
TCTN2,CLCC1,Ciliated,1.0,1.0,21,38,,
TCTN2,CLGN,Ciliated,1.0,1.0,77,139,,
TCTN2,CLPTM1L,Ciliated,1.0,1.0,48,91,,
TCTN2,EMC8,Ciliated,1.0,1.0,49,80,,
TCTN2,CYB5R3,Ciliated,1.0,1.0,33,65,,
TCTN2,DAD1,Ciliated,1.0,1.0,7,14,,
TCTN2,DDOST,Ciliated,1.0,1.0,206,375,,
TCTN2,DDRGK1,Ciliated,0.96,0.99,3,5,,
TCTN2,DEPDC1B,Ciliated,0.98,0.98,10,20,,
TCTN2,DGKE,Ciliated,0.96,1.0,4,6,,
TCTN2,DHCR7,Ciliated,1.0,1.0,92,165,,
TCTN2,DHRS7,Ciliated,1.0,1.0,272,531,,
TCTN2,DHRS7B,Ciliated,0.93,0.93,2,4,,
TCTN2,DNAJB11,Ciliated,1.0,1.0,14,26,,
TCTN2,DNAJC1,Ciliated,1.0,1.0,81,157,,
TCTN2,DNAJC16,Ciliated,0.96,1.0,5,7,,
TCTN2,DOLPP1,Ciliated,1.0,1.0,26,48,,
TCTN2,EBP,Ciliated,1.0,1.0,35,66,,
TCTN2,EMD,Ciliated,1.0,1.0,124,238,,
TCTN2,ESYT1,Ciliated,1.0,1.0,151,284,,
TCTN2,FADS2,Ciliated,1.0,1.0,33,58,,
TCTN2,FAF2,Ciliated,1.0,1.0,15,29,,
TCTN2,FKBP8,Ciliated,1.0,1.0,17,33,,
TCTN2,GOSR2,Ciliated,1.0,1.0,6,11,,
TCTN2,GPR89A,Ciliated,1.0,1.0,42,79,,
TCTN2,HM13,Ciliated,1.0,1.0,29,57,,
TCTN2,HMOX2,Ciliated,1.0,1.0,343,678,,
TCTN2,HSD17B12,Ciliated,1.0,1.0,32,59,,
TCTN2,HSP90B1,Ciliated,1.0,1.0,64,115,,
TCTN2,HSPA5,Ciliated,1.0,1.0,261,509,,
TCTN2,HYOU1,Ciliated,1.0,1.0,21,33,,
TCTN2,IKBIP,Ciliated,1.0,1.0,15,25,,
TCTN2,ITGB1,Ciliated,1.0,1.0,17,30,,
TCTN2,JAGN1,Ciliated,0.99,1.0,4,7,,
TCTN2,EMC1,Ciliated,1.0,1.0,227,427,,
TCTN2,KIAA1715,Ciliated,0.96,0.99,3,5,,
TCTN2,KRTCAP2,Ciliated,1.0,1.0,5,9,,
TCTN2,LBR,Ciliated,1.0,1.0,396,776,,
TCTN2,LEMD3,Ciliated,1.0,1.0,42,81,,
TCTN2,LMAN1,Ciliated,1.0,1.0,236,466,,
TCTN2,LMBR1L,Ciliated,0.96,1.0,4,6,,
TCTN2,LMF2,Ciliated,1.0,1.0,63,126,,
TCTN2,LOC100129118,Ciliated,1.0,1.0,10,19,,
TCTN2,LRRC59,Ciliated,1.0,1.0,115,224,,
TCTN2,MAGT1,Ciliated,1.0,1.0,172,337,,
TCTN2,MBOAT2,Ciliated,1.0,1.0,4,8,,
TCTN2,MBOAT7,Ciliated,1.0,1.0,39,70,,
TCTN2,MFSD10,Ciliated,1.0,1.0,8,15,,
TCTN2,MKS1,Ciliated,0.96,1.0,32,34,,
TCTN2,MLEC,Ciliated,0.96,0.99,3,5,,
TCTN2,MMGT1,Ciliated,1.0,1.0,15,19,,
TCTN2,NCOA2,Ciliated,1.0,1.0,15,20,,
TCTN2,NDUFA5,Ciliated,0.96,0.99,3,5,,
TCTN2,NDUFS8,Ciliated,1.0,1.0,5,9,,
TCTN2,NSDHL,Ciliated,1.0,1.0,15,30,,
TCTN2,NUS1,Ciliated,0.96,0.99,3,5,,
TCTN2,OSBPL8,Ciliated,0.84,0.99,15,27,,
TCTN2,PDIA4,Ciliated,1.0,1.0,68,119,,
TCTN2,PDIA6,Ciliated,0.89,0.95,27,53,,
TCTN2,PGRMC2,Ciliated,1.0,1.0,380,734,,
TCTN2,PIGS,Ciliated,0.96,0.99,3,5,,
TCTN2,PIGU,Ciliated,1.0,1.0,25,39,,
TCTN2,PLOD3,Ciliated,1.0,1.0,6,12,,
TCTN2,POR,Ciliated,1.0,1.0,23,39,,
TCTN2,PRAF2,Ciliated,1.0,1.0,25,36,,
TCTN2,PREB,Ciliated,1.0,1.0,13,21,,
TCTN2,PTDSS1,Ciliated,1.0,1.0,11,17,,
TCTN2,HACD3,Ciliated,1.0,1.0,141,270,,
TCTN2,HACD2,Ciliated,0.95,0.99,9,14,,
TCTN2,PTPN1,Ciliated,1.0,1.0,134,254,,
TCTN2,RAB10,Ciliated,0.93,1.0,33,63,,
TCTN2,RAB1A,Ciliated,1.0,1.0,68,136,,
TCTN2,RAB31,Ciliated,0.99,1.0,7,10,,
TCTN2,RAB7A,Ciliated,1.0,1.0,83,158,,
TCTN2,RABL3,Ciliated,1.0,1.0,35,64,,
TCTN2,REEP2,Ciliated,1.0,1.0,6,10,,
TCTN2,RER1,Ciliated,1.0,1.0,22,43,,
TCTN2,RFT1,Ciliated,1.0,1.0,16,30,,
TCTN2,RHBDD2,Ciliated,0.99,1.0,4,7,,
TCTN2,RPN1,Ciliated,1.0,1.0,858,1540,,
TCTN2,RPN2,Ciliated,1.0,1.0,299,534,,
TCTN2,RTN3,Ciliated,0.86,0.99,12,21,,
TCTN2,SEC11A,Ciliated,1.0,1.0,135,269,,
TCTN2,SEC11C,Ciliated,0.99,1.0,4,7,,
TCTN2,SEC22B,Ciliated,1.0,1.0,232,434,,
TCTN2,SEC62,Ciliated,0.93,0.93,2,4,,
TCTN2,SEC63,Ciliated,1.0,1.0,7,11,,
TCTN2,SGPL1,Ciliated,1.0,1.0,15,28,,
TCTN2,SLC33A1,Ciliated,1.0,1.0,67,133,,
TCTN2,SLC39A7,Ciliated,0.93,0.93,2,4,,
